#datatype measurement,double,dateTime:RFC3339
measurement,value,time
Gaz_Analyzer_2,0.111,2022-01-02T04:20:10Z
Gaz_Analyzer_2,0.1,2022-01-02T04:40:09Z
Gaz_Analyzer_2,0.097,2022-01-02T05:00:18Z
Gaz_Analyzer_2,0.109,2022-01-02T05:20:12Z
Gaz_Analyzer_2,0.107,2022-01-02T05:40:11Z
Gaz_Analyzer_2,0.106,2022-01-02T06:00:12Z
Gaz_Analyzer_2,0.106,2022-01-02T06:20:08Z
Gaz_Analyzer_2,0.095,2022-01-02T06:40:07Z
Gaz_Analyzer_2,0.079,2022-01-02T07:00:10Z
Gaz_Analyzer_2,0.072,2022-01-02T07:20:10Z
Gaz_Analyzer_2,0.078,2022-01-02T07:40:08Z
Gaz_Analyzer_2,0.072,2022-01-02T08:00:12Z
Gaz_Analyzer_2,0.066,2022-01-02T08:20:08Z
Gaz_Analyzer_2,0.078,2022-01-02T08:40:10Z
Gaz_Analyzer_2,0.086,2022-01-02T09:00:12Z
Gaz_Analyzer_2,0.078,2022-01-02T09:20:15Z
Gaz_Analyzer_2,0.068,2022-01-02T09:40:16Z
Gaz_Analyzer_2,0.069,2022-01-02T10:00:10Z
Gaz_Analyzer_2,0.058,2022-01-02T10:20:08Z
Gaz_Analyzer_2,0.062,2022-01-02T10:40:16Z
Gaz_Analyzer_2,0.07,2022-01-02T11:00:10Z
Gaz_Analyzer_2,0.074,2022-01-02T11:20:10Z
Gaz_Analyzer_2,0.075,2022-01-02T11:40:10Z
Gaz_Analyzer_2,0.08,2022-01-02T12:00:08Z
Gaz_Analyzer_2,0.078,2022-01-02T12:20:10Z
Gaz_Analyzer_2,0.081,2022-01-02T12:40:11Z
Gaz_Analyzer_2,0.089,2022-01-02T13:00:10Z
Gaz_Analyzer_2,0.104,2022-01-02T13:20:07Z
Gaz_Analyzer_2,0.134,2022-01-02T13:40:10Z
Gaz_Analyzer_2,0.142,2022-01-02T14:00:10Z
Gaz_Analyzer_2,0.109,2022-01-02T14:20:10Z
Gaz_Analyzer_2,0.105,2022-01-02T14:40:09Z
Gaz_Analyzer_2,0.092,2022-01-02T15:00:09Z
Gaz_Analyzer_2,0.11,2022-01-02T15:20:08Z
Gaz_Analyzer_2,0.117,2022-01-02T15:40:10Z
Gaz_Analyzer_2,0.123,2022-01-02T16:00:11Z
Gaz_Analyzer_2,0.117,2022-01-02T16:20:11Z
Gaz_Analyzer_2,0.12,2022-01-02T16:40:07Z
Gaz_Analyzer_2,0.104,2022-01-02T17:00:11Z
Gaz_Analyzer_2,0.106,2022-01-02T17:20:07Z
Gaz_Analyzer_2,0.094,2022-01-02T17:40:10Z
Gaz_Analyzer_2,0.084,2022-01-02T18:00:11Z
Gaz_Analyzer_2,0.078,2022-01-02T18:20:10Z
Gaz_Analyzer_2,0.076,2022-01-02T18:40:10Z
Gaz_Analyzer_2,0.067,2022-01-02T19:00:11Z
Gaz_Analyzer_2,0.062,2022-01-02T19:20:07Z
Gaz_Analyzer_2,0.069,2022-01-02T19:40:11Z
Gaz_Analyzer_2,0.069,2022-01-02T20:00:12Z
Gaz_Analyzer_2,0.073,2022-01-02T20:20:10Z
Gaz_Analyzer_2,0.064,2022-01-02T20:40:10Z
Gaz_Analyzer_2,0.119,2022-01-02T21:00:11Z
Gaz_Analyzer_2,0.115,2022-01-02T21:20:09Z
Gaz_Analyzer_2,0.112,2022-01-02T21:40:11Z
Gaz_Analyzer_2,0.122,2022-01-02T22:00:20Z
Gaz_Analyzer_2,0.121,2022-01-02T22:20:19Z
Gaz_Analyzer_2,0.118,2022-01-02T22:40:31Z
Gaz_Analyzer_2,0.129,2022-01-02T23:00:33Z
Gaz_Analyzer_2,0.126,2022-01-02T23:20:14Z
Gaz_Analyzer_2,0.121,2022-01-02T23:40:06Z
Gaz_Analyzer_2,0.126,2022-01-03T00:00:13Z
Gaz_Analyzer_2,0.136,2022-01-03T00:20:10Z
Gaz_Analyzer_2,0.148,2022-01-03T00:40:10Z
Gaz_Analyzer_2,0.15,2022-01-03T01:00:10Z
Gaz_Analyzer_2,0.165,2022-01-03T01:20:13Z
Gaz_Analyzer_2,0.16,2022-01-03T01:40:10Z
Gaz_Analyzer_2,0.169,2022-01-03T02:00:12Z
Gaz_Analyzer_2,0.166,2022-01-03T02:20:08Z
Gaz_Analyzer_2,0.182,2022-01-03T02:40:11Z
Gaz_Analyzer_2,0.184,2022-01-03T03:00:10Z
Gaz_Analyzer_2,0.2,2022-01-03T03:20:10Z
Gaz_Analyzer_2,0.184,2022-01-03T03:40:10Z
Gaz_Analyzer_2,0.173,2022-01-03T04:00:12Z
Gaz_Analyzer_2,0.168,2022-01-03T04:20:08Z
Gaz_Analyzer_2,0.164,2022-01-03T04:40:11Z
Gaz_Analyzer_2,0.168,2022-01-03T05:00:05Z
Gaz_Analyzer_2,0.171,2022-01-03T05:20:08Z
Gaz_Analyzer_2,0.172,2022-01-03T05:40:09Z
Gaz_Analyzer_2,0.162,2022-01-03T06:00:11Z
Gaz_Analyzer_2,0.155,2022-01-03T06:20:10Z
Gaz_Analyzer_2,0.16,2022-01-03T06:40:11Z
Gaz_Analyzer_2,0.183,2022-01-03T07:00:09Z
Gaz_Analyzer_2,0.186,2022-01-03T07:20:10Z
Gaz_Analyzer_2,0.201,2022-01-03T07:40:10Z
Gaz_Analyzer_2,0.198,2022-01-03T08:00:11Z
Gaz_Analyzer_2,0.226,2022-01-03T08:20:07Z
Gaz_Analyzer_2,0.216,2022-01-03T08:40:10Z
Gaz_Analyzer_2,0.204,2022-01-03T09:00:11Z
Gaz_Analyzer_2,0.203,2022-01-03T09:20:10Z
Gaz_Analyzer_2,0.188,2022-01-03T09:40:05Z
Gaz_Analyzer_2,0.176,2022-01-03T10:00:11Z
Gaz_Analyzer_2,0.19,2022-01-03T10:20:10Z
Gaz_Analyzer_2,0.183,2022-01-03T10:40:11Z
Gaz_Analyzer_2,0.184,2022-01-03T11:00:07Z
Gaz_Analyzer_2,0.189,2022-01-03T11:20:10Z
Gaz_Analyzer_2,0.206,2022-01-03T11:40:11Z
Gaz_Analyzer_2,0.211,2022-01-03T12:00:12Z
Gaz_Analyzer_2,0.222,2022-01-03T12:20:10Z
Gaz_Analyzer_2,0.238,2022-01-03T12:40:11Z
Gaz_Analyzer_2,0.251,2022-01-03T13:00:10Z
Gaz_Analyzer_2,0.267,2022-01-03T13:20:10Z
Gaz_Analyzer_2,0.234,2022-01-03T13:40:10Z
Gaz_Analyzer_2,0.164,2022-01-03T14:00:10Z
Gaz_Analyzer_2,0.1,2022-01-03T14:20:12Z
Gaz_Analyzer_2,0.087,2022-01-03T14:40:10Z
Gaz_Analyzer_2,0.072,2022-01-03T15:00:11Z
Gaz_Analyzer_2,0.077,2022-01-03T15:20:11Z
Gaz_Analyzer_2,0.067,2022-01-03T15:40:10Z
Gaz_Analyzer_2,0.097,2022-01-03T16:00:09Z
Gaz_Analyzer_2,0.046,2022-01-03T16:20:13Z
Gaz_Analyzer_2,0.027,2022-01-03T16:40:11Z
Gaz_Analyzer_2,0.027,2022-01-03T17:00:09Z
Gaz_Analyzer_2,0.029,2022-01-03T17:20:05Z
Gaz_Analyzer_2,0.035,2022-01-03T17:40:09Z
Gaz_Analyzer_2,0.045,2022-01-03T18:00:07Z
Gaz_Analyzer_2,0.052,2022-01-03T18:20:11Z
Gaz_Analyzer_2,0.039,2022-01-03T18:40:06Z
Gaz_Analyzer_2,0.038,2022-01-03T19:00:11Z
Gaz_Analyzer_2,0.061,2022-01-03T19:20:06Z
Gaz_Analyzer_2,0.045,2022-01-03T19:40:10Z
Gaz_Analyzer_2,0.118,2022-01-03T20:00:12Z
Gaz_Analyzer_2,0.09,2022-01-03T20:20:11Z
Gaz_Analyzer_2,0.051,2022-01-03T20:40:15Z
Gaz_Analyzer_2,0.025,2022-01-03T21:00:11Z
Gaz_Analyzer_2,0.02,2022-01-03T21:20:10Z
Gaz_Analyzer_2,0.021,2022-01-03T21:40:06Z
Gaz_Analyzer_2,0.026,2022-01-03T22:00:12Z
Gaz_Analyzer_2,0.018,2022-01-03T22:20:37Z
Gaz_Analyzer_2,0.02,2022-01-03T22:40:17Z
Gaz_Analyzer_2,0.02,2022-01-03T23:00:32Z
Gaz_Analyzer_2,0.02,2022-01-03T23:20:43Z
Gaz_Analyzer_2,0.02,2022-01-03T23:40:11Z
Gaz_Analyzer_2,0.02,2022-01-04T00:00:13Z
Gaz_Analyzer_2,0.017,2022-01-04T00:20:12Z
Gaz_Analyzer_2,0.019,2022-01-04T00:40:10Z
Gaz_Analyzer_2,0.022,2022-01-04T01:00:11Z
Gaz_Analyzer_2,0.02,2022-01-04T01:20:06Z
Gaz_Analyzer_2,0.018,2022-01-04T01:40:10Z
Gaz_Analyzer_2,0.019,2022-01-04T02:00:11Z
Gaz_Analyzer_2,0.015,2022-01-04T02:20:11Z
Gaz_Analyzer_2,0.017,2022-01-04T02:40:09Z
Gaz_Analyzer_2,0.022,2022-01-04T03:00:11Z
Gaz_Analyzer_2,0.036,2022-01-04T03:20:09Z
Gaz_Analyzer_2,0.042,2022-01-04T03:40:11Z
Gaz_Analyzer_2,0.02,2022-01-04T04:00:10Z
Gaz_Analyzer_2,0.02,2022-01-04T04:20:10Z
Gaz_Analyzer_2,0.024,2022-01-04T04:40:11Z
Gaz_Analyzer_2,0.034,2022-01-04T05:00:09Z
Gaz_Analyzer_2,0.028,2022-01-04T05:20:06Z
Gaz_Analyzer_2,0.034,2022-01-04T05:40:07Z
Gaz_Analyzer_2,0.037,2022-01-04T06:00:11Z
Gaz_Analyzer_2,0.039,2022-01-04T06:20:11Z
Gaz_Analyzer_2,0.046,2022-01-04T06:40:12Z
Gaz_Analyzer_2,0.048,2022-01-04T07:00:11Z
Gaz_Analyzer_2,0.049,2022-01-04T07:20:12Z
Gaz_Analyzer_2,0.051,2022-01-04T07:40:10Z
Gaz_Analyzer_2,0.036,2022-01-04T08:00:12Z
Gaz_Analyzer_2,0.033,2022-01-04T08:20:09Z
Gaz_Analyzer_2,0.034,2022-01-04T08:40:11Z
Gaz_Analyzer_2,0.033,2022-01-04T09:00:11Z
Gaz_Analyzer_2,0.031,2022-01-04T09:20:09Z
Gaz_Analyzer_2,0.033,2022-01-04T09:40:09Z
Gaz_Analyzer_2,0.036,2022-01-04T10:00:13Z
Gaz_Analyzer_2,0.032,2022-01-04T10:20:10Z
Gaz_Analyzer_2,0.032,2022-01-04T10:40:10Z
Gaz_Analyzer_2,0.038,2022-01-04T11:00:10Z
Gaz_Analyzer_2,0.038,2022-01-04T11:20:11Z
Gaz_Analyzer_2,0.041,2022-01-04T11:40:10Z
Gaz_Analyzer_2,0.04,2022-01-04T12:00:10Z
Gaz_Analyzer_2,0.045,2022-01-04T12:20:11Z
Gaz_Analyzer_2,0.042,2022-01-04T12:40:08Z
Gaz_Analyzer_2,0.05,2022-01-04T13:00:12Z
Gaz_Analyzer_2,0.067,2022-01-04T13:20:10Z
Gaz_Analyzer_2,0.063,2022-01-04T13:40:10Z
Gaz_Analyzer_2,0.07,2022-01-04T14:00:06Z
Gaz_Analyzer_2,0.063,2022-01-04T14:20:15Z
Gaz_Analyzer_2,0.062,2022-01-04T14:40:08Z
Gaz_Analyzer_2,0.054,2022-01-04T15:00:10Z
Gaz_Analyzer_2,0.057,2022-01-04T15:20:13Z
Gaz_Analyzer_2,0.058,2022-01-04T15:40:07Z
Gaz_Analyzer_2,0.048,2022-01-04T16:00:11Z
Gaz_Analyzer_2,0.056,2022-01-04T16:20:17Z
Gaz_Analyzer_2,0.059,2022-01-04T16:40:12Z
Gaz_Analyzer_2,0.057,2022-01-04T17:00:13Z
Gaz_Analyzer_2,0.059,2022-01-04T17:20:08Z
Gaz_Analyzer_2,0.062,2022-01-04T17:40:10Z
Gaz_Analyzer_2,0.059,2022-01-04T18:00:10Z
Gaz_Analyzer_2,0.065,2022-01-04T18:20:11Z
Gaz_Analyzer_2,0.064,2022-01-04T18:40:06Z
Gaz_Analyzer_2,0.066,2022-01-04T19:00:12Z
Gaz_Analyzer_2,0.064,2022-01-04T19:20:16Z
Gaz_Analyzer_2,0.072,2022-01-04T19:40:11Z
Gaz_Analyzer_2,0.063,2022-01-04T20:00:07Z
Gaz_Analyzer_2,0.07,2022-01-04T20:20:10Z
Gaz_Analyzer_2,0.114,2022-01-04T20:40:11Z
Gaz_Analyzer_2,0.1,2022-01-04T21:00:12Z
Gaz_Analyzer_2,0.103,2022-01-04T21:20:10Z
Gaz_Analyzer_2,0.071,2022-01-04T21:40:11Z
Gaz_Analyzer_2,0.067,2022-01-04T22:00:12Z
Gaz_Analyzer_2,0.069,2022-01-04T22:20:46Z
Gaz_Analyzer_2,0.066,2022-01-04T22:40:24Z
Gaz_Analyzer_2,0.076,2022-01-04T23:00:31Z
Gaz_Analyzer_2,0.075,2022-01-04T23:20:11Z
Gaz_Analyzer_2,0.08,2022-01-04T23:40:11Z
Gaz_Analyzer_2,0.079,2022-01-05T00:00:09Z
Gaz_Analyzer_2,0.076,2022-01-05T00:20:11Z
Gaz_Analyzer_2,0.078,2022-01-05T00:40:10Z
Gaz_Analyzer_2,0.071,2022-01-05T01:00:11Z
Gaz_Analyzer_2,0.059,2022-01-05T01:20:17Z
Gaz_Analyzer_2,0.063,2022-01-05T01:40:11Z
Gaz_Analyzer_2,0.066,2022-01-05T02:00:11Z
Gaz_Analyzer_2,0.064,2022-01-05T02:20:07Z
Gaz_Analyzer_2,0.074,2022-01-05T02:40:10Z
Gaz_Analyzer_2,0.064,2022-01-05T03:00:10Z
Gaz_Analyzer_2,0.068,2022-01-05T03:20:11Z
Gaz_Analyzer_2,0.072,2022-01-05T03:40:18Z
Gaz_Analyzer_2,0.069,2022-01-05T04:00:11Z
Gaz_Analyzer_2,0.077,2022-01-05T04:20:05Z
Gaz_Analyzer_2,0.084,2022-01-05T04:40:11Z
Gaz_Analyzer_2,0.094,2022-01-05T05:00:10Z
Gaz_Analyzer_2,0.097,2022-01-05T05:20:06Z
Gaz_Analyzer_2,0.084,2022-01-05T05:40:11Z
Gaz_Analyzer_2,0.097,2022-01-05T06:00:16Z
Gaz_Analyzer_2,0.108,2022-01-05T06:20:12Z
Gaz_Analyzer_2,0.102,2022-01-05T06:40:16Z
Gaz_Analyzer_2,0.101,2022-01-05T07:00:13Z
Gaz_Analyzer_2,0.112,2022-01-05T07:20:07Z
Gaz_Analyzer_2,0.143,2022-01-05T07:40:10Z
Gaz_Analyzer_2,0.154,2022-01-05T08:00:09Z
Gaz_Analyzer_2,0.112,2022-01-05T08:20:11Z
Gaz_Analyzer_2,0.108,2022-01-05T08:40:14Z
Gaz_Analyzer_2,0.16,2022-01-05T09:00:12Z
Gaz_Analyzer_2,0.116,2022-01-05T09:20:14Z
Gaz_Analyzer_2,0.084,2022-01-05T09:40:16Z
Gaz_Analyzer_2,0.095,2022-01-05T10:00:12Z
Gaz_Analyzer_2,0.146,2022-01-05T10:20:06Z
Gaz_Analyzer_2,0.177,2022-01-05T10:40:11Z
Gaz_Analyzer_2,0.124,2022-01-05T11:00:05Z
Gaz_Analyzer_2,0.119,2022-01-05T11:20:11Z
Gaz_Analyzer_2,0.138,2022-01-05T11:40:11Z
Gaz_Analyzer_2,0.186,2022-01-05T12:00:13Z
Gaz_Analyzer_2,0.188,2022-01-05T12:20:09Z
Gaz_Analyzer_2,0.248,2022-01-05T12:40:09Z
Gaz_Analyzer_2,0.229,2022-01-05T13:00:12Z
Gaz_Analyzer_2,0.319,2022-01-05T13:20:08Z
Gaz_Analyzer_2,0.395,2022-01-05T13:40:12Z
Gaz_Analyzer_2,0.393,2022-01-05T14:00:08Z
Gaz_Analyzer_2,0.336,2022-01-05T14:20:12Z
Gaz_Analyzer_2,0.331,2022-01-05T14:40:15Z
Gaz_Analyzer_2,0.36,2022-01-05T15:00:11Z
Gaz_Analyzer_2,0.347,2022-01-05T15:20:11Z
Gaz_Analyzer_2,0.351,2022-01-05T15:40:12Z
Gaz_Analyzer_2,0.395,2022-01-05T16:00:09Z
Gaz_Analyzer_2,0.373,2022-01-05T16:20:11Z
Gaz_Analyzer_2,0.385,2022-01-05T16:40:06Z
Gaz_Analyzer_2,0.371,2022-01-05T17:00:11Z
Gaz_Analyzer_2,0.383,2022-01-05T17:20:09Z
Gaz_Analyzer_2,0.488,2022-01-05T17:40:09Z
Gaz_Analyzer_2,0.627,2022-01-05T18:00:08Z
Gaz_Analyzer_2,0.792,2022-01-05T18:20:07Z
Gaz_Analyzer_2,0.794,2022-01-05T18:40:10Z
Gaz_Analyzer_2,0.81,2022-01-05T19:00:12Z
Gaz_Analyzer_2,0.61,2022-01-05T19:20:11Z
Gaz_Analyzer_2,1.017,2022-01-05T19:40:11Z
Gaz_Analyzer_2,0.942,2022-01-05T20:00:11Z
Gaz_Analyzer_2,0.515,2022-01-05T20:20:10Z
Gaz_Analyzer_2,0.268,2022-01-05T20:40:10Z
Gaz_Analyzer_2,0.362,2022-01-05T21:00:07Z
Gaz_Analyzer_2,0.799,2022-01-05T21:20:11Z
Gaz_Analyzer_2,0.78,2022-01-05T21:40:08Z
Gaz_Analyzer_2,0.384,2022-01-05T22:00:18Z
Gaz_Analyzer_2,0.285,2022-01-05T22:20:31Z
Gaz_Analyzer_2,0.291,2022-01-05T22:40:38Z
Gaz_Analyzer_2,0.272,2022-01-05T23:00:21Z
Gaz_Analyzer_2,0.265,2022-01-05T23:20:15Z
Gaz_Analyzer_2,0.276,2022-01-05T23:40:13Z
Gaz_Analyzer_2,0.284,2022-01-06T00:00:16Z
Gaz_Analyzer_2,0.281,2022-01-06T00:20:06Z
Gaz_Analyzer_2,0.277,2022-01-06T00:40:11Z
Gaz_Analyzer_2,0.269,2022-01-06T01:00:11Z
Gaz_Analyzer_2,0.259,2022-01-06T01:20:11Z
Gaz_Analyzer_2,0.243,2022-01-06T01:40:09Z
Gaz_Analyzer_2,0.242,2022-01-06T02:00:11Z
Gaz_Analyzer_2,0.248,2022-01-06T02:20:09Z
Gaz_Analyzer_2,0.25,2022-01-06T02:40:11Z
Gaz_Analyzer_2,0.232,2022-01-06T03:00:13Z
Gaz_Analyzer_2,0.208,2022-01-06T03:20:10Z
Gaz_Analyzer_2,0.194,2022-01-06T03:40:14Z
Gaz_Analyzer_2,0.184,2022-01-06T04:00:10Z
Gaz_Analyzer_2,0.192,2022-01-06T04:20:11Z
Gaz_Analyzer_2,0.343,2022-01-06T04:40:11Z
Gaz_Analyzer_2,0.31,2022-01-06T05:00:11Z
Gaz_Analyzer_2,0.254,2022-01-06T05:20:10Z
Gaz_Analyzer_2,0.214,2022-01-06T05:40:11Z
Gaz_Analyzer_2,0.2,2022-01-06T06:00:13Z
Gaz_Analyzer_2,0.203,2022-01-06T06:20:10Z
Gaz_Analyzer_2,0.229,2022-01-06T06:40:06Z
Gaz_Analyzer_2,0.265,2022-01-06T07:00:10Z
Gaz_Analyzer_2,0.237,2022-01-06T07:20:12Z
Gaz_Analyzer_2,0.142,2022-01-06T07:40:09Z
Gaz_Analyzer_2,0.116,2022-01-06T08:00:09Z
Gaz_Analyzer_2,0.116,2022-01-06T08:20:12Z
Gaz_Analyzer_2,0.15,2022-01-06T08:40:11Z
Gaz_Analyzer_2,0.168,2022-01-06T09:00:11Z
Gaz_Analyzer_2,0.149,2022-01-06T09:20:11Z
Gaz_Analyzer_2,0.119,2022-01-06T09:40:07Z
Gaz_Analyzer_2,0.133,2022-01-06T10:00:11Z
Gaz_Analyzer_2,0.113,2022-01-06T10:20:08Z
Gaz_Analyzer_2,0.078,2022-01-06T10:40:10Z
Gaz_Analyzer_2,0.076,2022-01-06T11:00:10Z
Gaz_Analyzer_2,0.088,2022-01-06T11:20:08Z
Gaz_Analyzer_2,0.069,2022-01-06T11:40:12Z
Gaz_Analyzer_2,0.073,2022-01-06T12:00:11Z
Gaz_Analyzer_2,0.103,2022-01-06T12:20:12Z
Gaz_Analyzer_2,0.104,2022-01-06T12:40:09Z
Gaz_Analyzer_2,0.1,2022-01-06T13:00:12Z
Gaz_Analyzer_2,0.112,2022-01-06T13:20:07Z
Gaz_Analyzer_2,0.128,2022-01-06T13:40:11Z
Gaz_Analyzer_2,0.137,2022-01-06T14:00:10Z
Gaz_Analyzer_2,0.082,2022-01-06T14:20:09Z
Gaz_Analyzer_2,0.074,2022-01-06T14:40:13Z
Gaz_Analyzer_2,0.081,2022-01-06T15:00:13Z
Gaz_Analyzer_2,0.088,2022-01-06T15:20:11Z
Gaz_Analyzer_2,0.18,2022-01-06T15:40:27Z
Gaz_Analyzer_2,0.192,2022-01-06T16:00:12Z
Gaz_Analyzer_2,0.131,2022-01-06T16:20:11Z
Gaz_Analyzer_2,0.129,2022-01-06T16:40:07Z
Gaz_Analyzer_2,0.15,2022-01-06T17:00:13Z
Gaz_Analyzer_2,0.156,2022-01-06T17:20:07Z
Gaz_Analyzer_2,0.136,2022-01-06T17:40:10Z
Gaz_Analyzer_2,0.125,2022-01-06T18:00:10Z
Gaz_Analyzer_2,0.127,2022-01-06T18:20:11Z
Gaz_Analyzer_2,0.134,2022-01-06T18:40:12Z
Gaz_Analyzer_2,0.136,2022-01-06T19:00:12Z
Gaz_Analyzer_2,0.141,2022-01-06T19:20:11Z
Gaz_Analyzer_2,0.146,2022-01-06T19:40:14Z
Gaz_Analyzer_2,0.19,2022-01-06T20:00:11Z
Gaz_Analyzer_2,0.281,2022-01-06T20:20:11Z
Gaz_Analyzer_2,0.26,2022-01-06T20:40:11Z
Gaz_Analyzer_2,0.226,2022-01-06T21:00:13Z
Gaz_Analyzer_2,0.234,2022-01-06T21:20:11Z
Gaz_Analyzer_2,0.256,2022-01-06T21:40:11Z
Gaz_Analyzer_2,0.222,2022-01-06T22:00:12Z
Gaz_Analyzer_2,0.196,2022-01-06T22:21:04Z
Gaz_Analyzer_2,0.188,2022-01-06T22:40:19Z
Gaz_Analyzer_2,0.182,2022-01-06T23:00:31Z
Gaz_Analyzer_2,0.191,2022-01-06T23:20:13Z
Gaz_Analyzer_2,0.198,2022-01-06T23:40:11Z
Gaz_Analyzer_2,0.19,2022-01-07T00:00:11Z
Gaz_Analyzer_2,0.181,2022-01-07T00:20:11Z
Gaz_Analyzer_2,0.174,2022-01-07T00:40:10Z
Gaz_Analyzer_2,0.166,2022-01-07T01:00:11Z
Gaz_Analyzer_2,0.171,2022-01-07T01:20:12Z
Gaz_Analyzer_2,0.161,2022-01-07T01:40:10Z
Gaz_Analyzer_2,0.142,2022-01-07T02:00:11Z
Gaz_Analyzer_2,0.135,2022-01-07T02:20:11Z
Gaz_Analyzer_2,0.126,2022-01-07T02:40:11Z
Gaz_Analyzer_2,0.124,2022-01-07T03:00:09Z
Gaz_Analyzer_2,0.12,2022-01-07T03:20:09Z
Gaz_Analyzer_2,0.112,2022-01-07T03:40:11Z
Gaz_Analyzer_2,0.09,2022-01-07T04:00:09Z
Gaz_Analyzer_2,0.074,2022-01-07T04:20:13Z
Gaz_Analyzer_2,0.074,2022-01-07T04:40:10Z
Gaz_Analyzer_2,0.07,2022-01-07T05:00:12Z
Gaz_Analyzer_2,0.069,2022-01-07T05:20:09Z
Gaz_Analyzer_2,0.06,2022-01-07T05:40:16Z
Gaz_Analyzer_2,0.056,2022-01-07T06:00:12Z
Gaz_Analyzer_2,0.05,2022-01-07T06:20:17Z
Gaz_Analyzer_2,0.057,2022-01-07T06:40:11Z
Gaz_Analyzer_2,0.055,2022-01-07T07:00:11Z
Gaz_Analyzer_2,0.064,2022-01-07T07:20:08Z
Gaz_Analyzer_2,0.058,2022-01-07T07:40:10Z
Gaz_Analyzer_2,0.06,2022-01-07T08:00:10Z
Gaz_Analyzer_2,0.066,2022-01-07T08:20:12Z
Gaz_Analyzer_2,0.068,2022-01-07T08:40:07Z
Gaz_Analyzer_2,0.07,2022-01-07T09:00:13Z
Gaz_Analyzer_2,0.073,2022-01-07T09:20:11Z
Gaz_Analyzer_2,0.078,2022-01-07T09:40:12Z
Gaz_Analyzer_2,0.076,2022-01-07T10:00:13Z
Gaz_Analyzer_2,0.083,2022-01-07T10:20:12Z
Gaz_Analyzer_2,0.107,2022-01-07T10:40:13Z
Gaz_Analyzer_2,0.109,2022-01-07T11:00:07Z
Gaz_Analyzer_2,0.133,2022-01-07T11:20:11Z
Gaz_Analyzer_2,0.166,2022-01-07T11:40:08Z
Gaz_Analyzer_2,0.171,2022-01-07T12:00:12Z
Gaz_Analyzer_2,0.2,2022-01-07T12:20:11Z
Gaz_Analyzer_2,0.206,2022-01-07T12:40:13Z
Gaz_Analyzer_2,0.157,2022-01-07T13:00:13Z
Gaz_Analyzer_2,0.146,2022-01-07T13:20:11Z
Gaz_Analyzer_2,0.132,2022-01-07T13:40:12Z
Gaz_Analyzer_2,0.162,2022-01-07T14:00:14Z
Gaz_Analyzer_2,0.14,2022-01-07T14:20:15Z
Gaz_Analyzer_2,0.146,2022-01-07T14:40:11Z
Gaz_Analyzer_2,0.177,2022-01-07T15:00:19Z
Gaz_Analyzer_2,0.171,2022-01-07T15:20:12Z
Gaz_Analyzer_2,0.188,2022-01-07T15:40:11Z
Gaz_Analyzer_2,0.192,2022-01-07T16:00:13Z
Gaz_Analyzer_2,0.172,2022-01-07T16:20:11Z
Gaz_Analyzer_2,0.179,2022-01-07T16:40:11Z
Gaz_Analyzer_2,0.17,2022-01-07T17:00:12Z
Gaz_Analyzer_2,0.164,2022-01-07T17:20:09Z
Gaz_Analyzer_2,0.154,2022-01-07T17:40:11Z
Gaz_Analyzer_2,0.112,2022-01-07T18:00:11Z
Gaz_Analyzer_2,0.073,2022-01-07T18:20:12Z
Gaz_Analyzer_2,0.051,2022-01-07T18:40:12Z
Gaz_Analyzer_2,0.043,2022-01-07T19:00:13Z
Gaz_Analyzer_2,0.036,2022-01-07T19:20:09Z
Gaz_Analyzer_2,0.034,2022-01-07T19:40:09Z
Gaz_Analyzer_2,0.019,2022-01-07T20:00:18Z
Gaz_Analyzer_2,0.012,2022-01-07T20:20:12Z
Gaz_Analyzer_2,0.01,2022-01-07T20:40:20Z
Gaz_Analyzer_2,0.008,2022-01-07T21:00:15Z
Gaz_Analyzer_2,0.01,2022-01-07T21:20:11Z
Gaz_Analyzer_2,0.013,2022-01-07T21:40:10Z
Gaz_Analyzer_2,0.01,2022-01-07T22:00:12Z
Gaz_Analyzer_2,0.011,2022-01-07T22:20:41Z
Gaz_Analyzer_2,0.012,2022-01-07T22:40:38Z
Gaz_Analyzer_2,0.014,2022-01-07T23:00:20Z
Gaz_Analyzer_2,0.012,2022-01-07T23:20:14Z
Gaz_Analyzer_2,0.01,2022-01-07T23:40:15Z
Gaz_Analyzer_2,0.004,2022-01-08T00:00:13Z
Gaz_Analyzer_2,0.001,2022-01-08T00:20:09Z
Gaz_Analyzer_2,0.0,2022-01-08T00:40:11Z
Gaz_Analyzer_2,0.0,2022-01-08T01:00:12Z
Gaz_Analyzer_2,0.0,2022-01-08T01:20:12Z
Gaz_Analyzer_2,0.0,2022-01-08T01:40:11Z
Gaz_Analyzer_2,0.0,2022-01-08T02:00:08Z
Gaz_Analyzer_2,0.0,2022-01-08T02:20:12Z
Gaz_Analyzer_2,0.001,2022-01-08T02:40:10Z
Gaz_Analyzer_2,0.001,2022-01-08T03:00:21Z
Gaz_Analyzer_2,0.001,2022-01-08T03:20:12Z
Gaz_Analyzer_2,0.001,2022-01-08T03:40:10Z
Gaz_Analyzer_2,0.003,2022-01-08T04:00:12Z
Gaz_Analyzer_2,0.004,2022-01-08T04:20:18Z
Gaz_Analyzer_2,0.004,2022-01-08T04:40:18Z
Gaz_Analyzer_2,0.005,2022-01-08T05:00:17Z
Gaz_Analyzer_2,0.006,2022-01-08T05:20:12Z
